H3_Index,Position,Category,Polygon_A,Ecosystem_A,Start_Point,Polygon_B,Ecosystem_B,End_Point,Distance_km
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,4,Shrubland,"(np.float64(37.786614245674286), np.float64(22.439101399608656))",6,Shrubland,"(np.float64(37.78392609512231), np.float64(22.43641695167019))",0.3807074410543803
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,63,Shrubland,"(np.float64(37.752743548719394), np.float64(22.443396516310205))",92,Shrubland,"(np.float64(37.74871132289143), np.float64(22.44983919136253))",0.722963710894781
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,76,Shrubland,"(np.float64(37.751130658388206), np.float64(22.444738740279437))",111,Shrubland,"(np.float64(37.746202382376254), np.float64(22.451718304919453))",0.8231510145129647
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,95,Shrubland,"(np.float64(37.74806616675895), np.float64(22.453463196079458))",124,Shrubland,"(np.float64(37.74414146695307), np.float64(22.44688629863021))",0.7250865503001206
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,52,Shrubland,"(np.float64(37.75354999388498), np.float64(22.440577845974815))",82,Shrubland,"(np.float64(37.74951776805702), np.float64(22.443396516310205))",0.5118593218729561
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,106,Shrubland,"(np.float64(37.74736724761544), np.float64(22.45789253517793))",139,Shrubland,"(np.float64(37.73984042606991), np.float64(22.458026757574853))",0.8354979515313816
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,65,Shrubland,"(np.float64(37.752138714845195), np.float64(22.45894394395383))",101,Shrubland,"(np.float64(37.747535257024936), np.float64(22.461717873490247))",0.5664180883981491
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,85,Shrubland,"(np.float64(37.749248953001825), np.float64(22.44876541218714))",116,Grassland,"(np.float64(37.745485542229055), np.float64(22.456147644017925))",0.7731641044345509
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,18,Grassland,"(np.float64(37.76457141114808), np.float64(22.463261431054868))",26,Shrubland,"(np.float64(37.7624208907065), np.float64(22.469704106107187))",0.6158274214687022
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,37,Shrubland,"(np.float64(37.75596932938176), np.float64(22.46030853832255))",39,Shrubland,"(np.float64(37.75543169927137), np.float64(22.452926306491765))",0.6532757233300944
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,96,Shrubland,"(np.float64(37.74817369278103), np.float64(22.442322737134816))",125,Shrubland,"(np.float64(37.74396225691627), np.float64(22.448496967393293))",0.7173615584056289
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,88,Shrubland,"(np.float64(37.748980137946624), np.float64(22.446617853836365))",121,Shrubland,"(np.float64(37.74448708630975), np.float64(22.4537891647577))",0.8050838466216336
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,47,Shrubland,"(np.float64(37.75408762399538), np.float64(22.454268530461))",89,Shrubland,"(np.float64(37.74861531751457), np.float64(22.455131388726937))",0.6121226258676637
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,39,Shrubland,"(np.float64(37.75543169927137), np.float64(22.452926306491765))",85,Shrubland,"(np.float64(37.749248953001825), np.float64(22.44876541218714))",0.7780596132879346
