Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f29997ffffff,494.14268859788496,,,,,485.81326533298864,,,,,477.62424061438617,,,,,469.57325954063265,,,
