H3_Index,Position,StartDate,EndDate,TagKey,TagValue,AreaStart_m2,AreaEnd_m2,PercentChange
863f299afffffff,N6,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,landuse,farmland,0.0,1674439.0467660837,
863f299afffffff,N6,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,landuse,residential,0.0,10280.286790560907,
863f299afffffff,N6,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,leisure,nature_reserve,0.0,36932104.64139417,
863f299afffffff,N6,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,natural,water,0.0,2104.4260286833646,
863f299afffffff,N6,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,natural,wood,0.0,19401107.538230676,
