h3_index,overall_water_risk_label,overall_water_risk_value,water_stress_label,water_stress_value,water_depletion_label,water_depletion_value,interannual_variability_label,interannual_variability_value,seasonal_variability_label,seasonal_variability_value,groundwater_table_decline_label,groundwater_table_decline_value,riverine_flood_risk_label,riverine_flood_risk_value,coastal_flood_risk_label,coastal_flood_risk_value,drought_risk_label,drought_risk_value,untreated_connected_wastewater_label,untreated_connected_wastewater_value,coastal_eutrophication_potential_label,coastal_eutrophication_potential_value,water_quality_risk_label,water_quality_risk_value,unimproved_no_drinking_water_label,unimproved_no_drinking_water_value,unimproved_no_sanitation_label,unimproved_no_sanitation_value,peak_reprisk_country_esg_label,peak_reprisk_country_esg_value
863f29997ffffff,,,Extremely High (>80%),-4997.237,High (50-75%),-4997.813,Low - Medium (0.25-0.50),-4998.789,Low - Medium (0.33-0.66),-4998.614,Insignificant Trend,-9999.0,"High (6 in 1,000 to 1 in 100)",-4997.988,"Medium - High (7 in 100,000 to 3 in 10,000)",-4998.481,Medium (0.4-0.6),-4998.191,,,High (1 to 5),-4997.579,Low - Medium (1-2),,Low (<2.5%),-4999.5,,,Low - Medium (25-50%),2.01
