H3_Index,Position,Category,Polygon_ID_old,Ecosystem_2005,GLC_Class_2005,FFI_2005,Centroid_2005,Distance_2005,Polygon_ID_new,Ecosystem_2022,GLC_Class_2022,FFI_2022,Centroid_2022,Distance_2022
863f29997ffffff,N3,HighIntegrity_2022,1,Shrubland,120,0.6555705929311049,"(np.float64(37.7145986096776), np.float64(22.36886490364449))",0.26693960173267817,1,Shrubland,120,0.6069632762221964,"(np.float64(37.71472309343754), np.float64(22.368877623937642))",0.26177875611817714
