Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f299b7ffffff,570.3984512123407,,,,,560.7836387428584,,,,,551.3308942570408,,,,,542.0374875367855,,,
