H3_Index,Position,Category,Polygon_ID_old,Ecosystem_2005,GLC_Class_2005,FFI_2005,Centroid_2005,Distance_2005,Polygon_ID_new,Ecosystem_2022,GLC_Class_2022,FFI_2022,Centroid_2022,Distance_2022,FFI_Drop
863f29987ffffff,CENTER,RapidDecline_2005_to_2022,3,Shrubland,120,0.48780344305775225,"(np.float64(37.75576175752262), np.float64(22.422890310833832))",0.45674204072981767,3,Shrubland,120,0.0,"(np.float64(37.78715187578468), np.float64(22.445007185073287))",3.882253995100101,-0.48780344305775225
863f29987ffffff,CENTER,RapidDecline_2005_to_2022,37,Closed EV needleleaf,72,0.35286663125163065,"(np.float64(37.75541612960505), np.float64(22.468442796348867))",3.568136586638489,37,Shrubland,120,0.0,"(np.float64(37.75596932938176), np.float64(22.46030853832255))",2.8533193212572057,-0.35286663125163065
