H3_Index,Position,Category,Polygon_ID_old,Ecosystem_2005,GLC_Class_2005,FFI_2005,Centroid_2005,Distance_2005,Polygon_ID_new,Ecosystem_2022,GLC_Class_2022,FFI_2022,Centroid_2022,Distance_2022
863f299b7ffffff,N2,HighIntegrity_2022,1,Shrubland,120,0.5497656767132393,"(np.float64(37.7804020218337), np.float64(22.354742253207178))",0.3935927813548939,1,Shrubland,120,0.5547177944748811,"(np.float64(37.78076932915276), np.float64(22.35483717784933))",0.43516622482682465
