Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f299a7ffffff,510.03573090048394,,,,,501.4384049041598,,,,,492.9860004368951,,,,,484.67607814190427,,,
