H3_Index,Position,StartDate,EndDate,TagKey,TagValue,AreaStart_m2,AreaEnd_m2,PercentChange
863f29987ffffff,CENTER,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,landuse,orchard,0.0,12394.987995177555,
863f29987ffffff,CENTER,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,landuse,residential,0.0,460323.28147177363,
863f29987ffffff,CENTER,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,natural,bare_rock,0.0,6291570.7579892585,
863f29987ffffff,CENTER,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,natural,water,0.0,45471.13318333994,
863f29987ffffff,CENTER,2005-01-01T00:00:00Z,2025-06-30T00:00:00Z,natural,wood,0.0,13719323.631778905,
