H3_Index,Position,Category,Polygon_ID_old,Ecosystem_2005,GLC_Class_2005,FFI_2005,Centroid_2005,Distance_2005,Polygon_ID_new,Ecosystem_2022,GLC_Class_2022,FFI_2022,Centroid_2022,Distance_2022
863f29987ffffff,CENTER,HighIntegrity_2022,1,Grassland,130,0.0,"(np.float64(37.787689505895074), np.float64(22.439906733990195))",3.7887465347832894,1,Shrubland,120,0.46603116067229244,"(np.float64(37.75545118728531), np.float64(22.423478796422877))",0.3994583921809241
863f29987ffffff,CENTER,HighIntegrity_2022,28,Shrubland,120,0.0,"(np.float64(37.76403378103769), np.float64(22.4646036550241))",3.3846144916759564,28,Closed EV needleleaf,72,0.3146092304003425,"(np.float64(37.7558551790943), np.float64(22.468170220233436))",3.5452337471838677
