Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f29987ffffff,336.1347490011477,,,,,330.46875445889486,,,,,324.8982683854945,,,,,319.42168446522123,,,
