date,precipitation_mean,temperature_mean,fire_area_m2,avg_moisture,drought
2005-01-01,0.00040468716094002724,7.5589281767956145,0.0,0.39467536319385865,0.0
2005-01-02,0.0002074580343945775,6.134060240963879,0.0,,
2005-01-03,0.003356284939719492,7.8546174047988835,0.0,,
2005-01-04,0.0031756594776197744,,0.0,,
2005-01-05,8.611053772256128e-07,9.31508317214703,0.0,,
2005-01-06,1.2915139109281881e-06,11.526764926774343,0.0,,
2005-01-07,0.0014489529853216998,9.043336127409928,0.0,,
2005-01-08,0.00035930496184856446,7.1746333586626365,0.0,,
2005-01-09,8.543860872123332e-07,11.6333627487796,0.0,,
2005-01-10,4.351138613856165e-07,13.610471273000398,0.0,,
2005-01-11,2.1457671550706436e-06,11.827029665790485,0.0,,
2005-01-12,1.8830812332057776e-06,11.494459256477683,0.0,,
2005-01-13,3.420920535043716e-05,,0.0,,
2005-01-14,0.003282433229932612,,0.0,,
2005-01-15,0.007467655391073312,,0.0,,
2005-01-16,0.022641376697396503,,0.0,,
2005-01-17,0.007605677000672427,,0.0,,
2005-01-18,6.375443277924522e-05,,0.0,,
2005-01-19,0.007957792152529179,4.6922230567029946,0.0,,
2005-01-20,0.017748046957837254,,0.0,,
2005-01-21,0.00038668460298234953,8.72019346913709,0.0,,
2005-01-22,0.0018628676948340044,10.68401365778593,0.0,,
2005-01-23,0.0029348110542717063,5.89875381795971,0.0,,
2005-01-24,0.0008907842895259029,5.65996732026147,0.0,,
2005-01-25,0.0009831640383471615,,0.0,,
2005-01-26,0.006392864429432412,11.431569705944609,0.0,,
2005-01-27,0.002247845802413474,,0.0,,
2005-01-28,1.1047267395517101e-05,7.643884716485194,0.0,,
2005-01-29,0.001981063705423604,6.984718397997512,0.0,,
2005-01-30,0.004567512666591998,5.4383644112946525,0.0,,
2005-01-31,0.010768339167436412,,0.0,,
2005-02-01,0.00035353633363585055,7.178387288387318,0.0,0.39984866773540323,0.0
2005-02-02,0.014838588367349137,,0.0,,
2005-02-03,0.00845432077598033,,0.0,,
2005-02-04,0.00109430272942004,0.7283813838550575,0.0,,
2005-02-05,0.002312257238056349,,0.0,,
2005-02-06,0.001926536210102926,,0.0,,
2005-02-07,0.0005807128288903067,,0.0,,
2005-02-08,0.0007149813615757486,,0.0,,
2005-02-09,0.0005462004438690518,,0.0,,
2005-02-10,0.0013902389483993593,,0.0,,
2005-02-11,3.87656947840815e-06,4.71802506569641,0.0,,
2005-02-12,8.612871056357108e-07,7.081693578670702,0.0,,
2005-02-13,0.0005469105812791065,,0.0,,
2005-02-14,0.0028023355357024984,5.210000000000036,0.0,,
2005-02-15,0.00832396091319602,6.127396704084105,0.0,,
2005-02-16,0.0028417941667963414,4.369617798060499,0.0,,
2005-02-17,0.0018241273967206605,5.878890322580681,0.0,,
2005-02-18,0.0005622168635296555,11.042615471273022,0.0,,
2005-02-19,0.0005709707655500018,,0.0,,
2005-02-20,0.0019322119328263477,8.84886628876295,0.0,,
2005-02-21,0.0021046678657117095,,0.0,,
2005-02-22,0.003067872187263338,10.330366013071933,0.0,,
2005-02-23,0.007474616882491417,9.992369929921468,0.0,,
2005-02-24,8.545133596271626e-07,13.739207798383287,0.0,,
2005-02-25,0.002002445899921915,,0.0,,
2005-02-26,0.002799307069047847,,0.0,,
2005-02-27,0.006107603054221292,10.879222242088357,0.0,,
2005-02-28,0.011618225958319846,,0.0,,
2005-03-01,0.011776127565138704,,0.0,0.3948266454266779,0.0
2005-03-02,0.015256101670472519,,0.0,,
2005-03-03,0.00026446120893336666,10.81360134708485,0.0,,
2005-03-04,8.52346317969932e-07,13.558567405182158,0.0,,
2005-03-05,0.00873183031438143,,0.0,,
2005-03-06,0.00026542855345684546,12.618762886597965,0.0,,
2005-03-07,0.00039898085853327876,,0.0,,
2005-03-08,0.0011300425814090927,8.34390110923109,0.0,,
2005-03-09,0.004565655537273573,8.248932814862853,0.0,,
2005-03-10,0.0015998279918453986,12.227192145347804,0.0,,
2005-03-11,0.002141551349394456,5.6660396039604315,0.0,,
2005-03-12,7.217345030411431e-07,13.640345475028193,0.0,,
2005-03-13,0.00021818720775604439,,0.0,,
2005-03-14,6.872817235766296e-05,13.57056327450247,0.0,,
2005-03-15,-9.860593269442452e-09,19.12489673300791,0.0,,
2005-03-16,2.1457671550706436e-06,7.297826086956547,0.0,,
2005-03-17,-4.5997694542165846e-09,20.777354487420233,0.0,,
2005-03-18,4.351138045421976e-07,23.419173864063108,0.0,,
2005-03-19,8.52346317969932e-07,24.89615659031171,0.0,,
2005-03-20,0.00038647716448651965,22.739111903867833,0.0,,
2005-03-21,0.0008046783181908802,,0.0,,
2005-03-22,0.0010957822202612988,,0.0,,
2005-03-23,1.4412014380745268e-06,16.418857278330986,0.0,,
2005-03-24,2.5197215702222742e-05,18.348075471698152,0.0,,
2005-03-25,0.001528521755411159,17.636051690673224,0.0,,
2005-03-26,0.00026673967374296376,19.433467442560485,0.0,,
2005-03-27,7.880375455162336e-05,,0.0,,
2005-03-28,0.00012712867353407685,21.337701430066307,0.0,,
2005-03-29,6.215565878411998e-05,20.20306114513466,0.0,,
2005-03-30,0.011588835599668628,,0.0,,
2005-03-31,0.009938585110230337,,0.0,,
2005-04-01,0.0007847818343485976,,0.0,0.36536610578045703,0.0
2005-04-02,0.0006325855201641263,,0.0,,
2005-04-03,1.091646106982333e-05,5.179195402298875,0.0,,
2005-04-04,9.737455303840525e-06,16.893895981975234,0.0,,
2005-04-05,0.0,12.137393381702388,0.0,,
2005-04-06,0.001723386023355567,,0.0,,
2005-04-07,4.464516445809948e-07,16.887987232444633,0.0,,
2005-04-08,8.535096185369184e-07,20.63238265114535,0.0,,
2005-04-09,4.351138045421976e-07,12.670798241163569,0.0,,
2005-04-10,0.0,23.76581674802856,0.0,,
2005-04-11,0.00190246493920036,,0.0,,
2005-04-12,4.923764772535794e-05,21.999708737864108,0.0,,
2005-04-13,0.001360458265077855,,0.0,,
2005-04-14,0.00045194897962653124,14.094916201117364,0.0,,
2005-04-15,2.2150900052941363e-05,18.20564964325951,0.0,,
2005-04-16,1.2938289515936367e-05,,0.0,,
2005-04-17,0.00014548813519270524,,0.0,,
2005-04-18,0.005425817940546119,16.1765679621633,0.0,,
2005-04-19,1.643811878808591e-05,14.627570303712073,0.0,,
2005-04-20,8.52346317969932e-07,7.481805766312621,0.0,,
2005-04-21,0.00015884046400841447,22.737444395017818,0.0,,
2005-04-22,0.00043813251128115195,21.17199211415699,0.0,,
2005-04-23,8.52346317969932e-07,23.08487983477283,0.0,,
2005-04-24,1.2814997489840607e-06,21.07639316560272,0.0,,
2005-04-25,8.523463748133508e-07,15.187417417417437,0.0,,
2005-04-26,0.0,19.15799176578228,0.0,,
2005-04-27,0.0,29.300647765677834,0.0,,
2005-04-28,0.0,28.176346226060847,0.0,,
2005-04-29,0.0007910367587288586,24.404014770057096,0.0,,
2005-04-30,0.00040773269922836965,20.437835820895558,0.0,,
2005-05-01,0.00030337533225183904,22.31517032551101,0.0,0.2965616446101304,0.0
2005-05-02,0.0,26.429902501059797,0.0,,
2005-05-03,0.0,26.685974778806074,0.0,,
2005-05-04,8.523463748133508e-07,33.155799849793475,0.0,,
2005-05-05,1.5493787452175205e-05,24.655945757997245,0.0,,
2005-05-06,0.00037716017065932925,24.9786867088608,0.0,,
2005-05-07,0.005464527982630207,,0.0,,
2005-05-08,6.436653759168543e-07,26.621242959068734,0.0,,
2005-05-09,0.0,30.217442733758936,0.0,,
2005-05-10,8.523463748133508e-07,18.375612496574433,0.0,,
2005-05-11,8.521546419615333e-07,,0.0,,
2005-05-12,0.0001904873744301174,,0.0,,
2005-05-13,2.647288467573083e-05,,0.0,,
2005-05-14,7.088508293839408e-05,27.796963950431863,0.0,,
2005-05-15,0.005087044128265955,,0.0,,
2005-05-16,7.680317527620387e-06,29.461817499061222,0.0,,
2005-05-17,8.52346317969932e-07,28.338496057078487,0.0,,
2005-05-18,3.4394324757158756e-06,,0.0,,
2005-05-19,1.7011572026603972e-06,21.829723454213447,0.0,,
2005-05-20,0.0005230034822889336,32.63610214044313,0.0,,
2005-05-21,0.0044442634218912844,17.955379665379695,0.0,,
2005-05-22,0.000600130337735881,,0.0,,
2005-05-23,2.0274648813542826e-06,31.484769613947726,0.0,,
2005-05-24,0.0004785739857167802,,0.0,,
2005-05-25,0.00986258044180797,,0.0,,
2005-05-26,0.011505717111981046,,0.0,,
2005-05-27,0.0027134145084899515,,0.0,,
2005-05-28,0.0030395923748805535,,0.0,,
2005-05-29,0.005571072516234025,,0.0,,
2005-05-30,0.00045765521733372963,19.53609395973158,0.0,,
2005-05-31,0.0019537589966514292,,0.0,,
2005-06-01,0.0003782413575960242,28.13087150284728,0.0,0.27499630911783735,0.0
2005-06-02,0.011572257008241571,,0.0,,
2005-06-03,0.017370725196238494,,0.0,,
2005-06-04,9.657247183579034e-07,20.825001190192836,0.0,,
2005-06-05,1.2814997489840607e-06,30.951806233571183,0.0,,
2005-06-06,6.62278869877691e-05,27.390206922498134,0.0,,
2005-06-07,4.351138045421976e-07,30.320240330454386,0.0,,
2005-06-08,0.00023185850485511452,31.03296470146453,0.0,,
2005-06-09,8.596132055060934e-07,29.409194517461522,0.0,,
2005-06-10,0.0009050123069597328,29.669336741743837,0.0,,
2005-06-11,0.0,26.360431843785218,0.0,,
2005-06-12,7.366505653819738e-05,31.307397288842548,0.0,,
2005-06-13,4.1822787273961537e-07,29.41120165227189,0.0,,
2005-06-14,3.2103256038997486e-05,32.75904248080103,0.0,,
2005-06-15,4.410743663640915e-07,31.564418022528187,0.0,,
2005-06-16,1.2745626349897066e-06,32.43574352234324,0.0,,
2005-06-17,8.96224508091623e-05,28.572188766647393,0.0,,
2005-06-18,0.00020055939318521982,,0.0,,
2005-06-19,6.101552549886907e-05,32.3273251360613,0.0,,
2005-06-20,0.00020369291291899572,,0.0,,
2005-06-21,0.0049790058446952876,29.140506024096418,0.0,,
2005-06-22,8.513201237292378e-07,,0.0,,
2005-06-23,8.52346317969932e-07,33.954025535110794,0.0,,
2005-06-24,8.789482221701569e-06,32.86730682670672,0.0,,
2005-06-25,7.50111491993019e-07,30.469898857085077,0.0,,
2005-06-26,0.0,36.614515583927904,0.0,,
2005-06-27,8.609662813796604e-07,31.802895230942557,0.0,,
2005-06-28,0.0025568643341893735,34.07452127062523,0.0,,
2005-06-29,0.0004580221746278846,25.630816326530624,0.0,,
2005-06-30,8.672247986396542e-07,38.41598573037928,0.0,,
2005-07-01,0.000615296133530493,37.504506196019555,0.0,0.20811861584132366,0.0
2005-07-02,4.386771256972482e-07,36.59386594066843,0.0,,
2005-07-03,0.0072962440874265585,34.48602268431003,0.0,,
2005-07-04,0.00045977830876609005,,0.0,,
2005-07-05,0.0005540348913358606,30.730000000000018,0.0,,
2005-07-06,7.39982593591262e-05,33.324817874577555,0.0,,
2005-07-07,2.152786294118414e-06,40.111094630116426,0.0,,
2005-07-08,0.00018794808699873974,33.96343808806928,0.0,,
2005-07-09,3.097821836886199e-05,34.501350708337874,0.0,,
2005-07-10,5.4436344414724495e-05,38.87197333834025,0.0,,
2005-07-11,3.694729958209317e-05,34.98852797596695,0.0,,
2005-07-12,4.261732087229575e-07,41.04743522343224,0.0,,
2005-07-13,2.999920809543255e-06,34.30578107397673,0.0,,
2005-07-14,0.0023344044349829824,27.454065804935404,0.0,,
2005-07-15,0.004523563384964291,,0.0,,
2005-07-16,0.0004540674064420636,32.31664007092202,0.0,,
2005-07-17,0.0,33.27325720343069,0.0,,
2005-07-18,8.583068051848386e-07,37.082921517086,0.0,,
2005-07-19,5.684341886080802e-14,40.30936162223059,0.0,,
2005-07-20,0.0,39.15783702591064,0.0,,
2005-07-21,2.4672953973854963e-05,40.65030229064965,0.0,,
2005-07-22,0.0008979284573911173,,0.0,,
2005-07-23,8.506925155415956e-07,39.91636687945927,0.0,,
2005-07-24,0.0,38.86695831768682,0.0,,
2005-07-25,1.7106532936850272e-06,38.76066841907625,0.0,,
2005-07-26,0.0,37.291107773188145,0.0,,
2005-07-27,2.013166313088648e-05,35.41652271873828,0.0,,
2005-07-28,6.590200507122537e-06,37.98116410063839,0.0,,
2005-07-29,1.7257748368137982e-06,32.85989861058958,0.0,,
2005-07-30,4.410743663640915e-07,38.66085429966205,0.0,,
2005-07-31,1.706130547063367e-06,37.221830642132964,0.0,,
2005-08-01,2.7898749976884574e-10,40.981128426586565,0.0,0.1941916101583929,0.0
2005-08-02,2.774661001951798e-05,38.81844089641247,0.0,,
2005-08-03,8.702277796146518e-07,37.903351483289555,0.0,,
2005-08-04,4.081428050994873e-05,37.485270371761175,0.0,,
2005-08-05,1.2564270392708158e-05,34.17269996244839,0.0,,
2005-08-06,0.007958951226301095,33.22495925821863,0.0,,
2005-08-07,9.666642417078433e-06,29.67216745655611,0.0,,
2005-08-08,8.583068797918258e-07,36.21557453999252,0.0,,
2005-08-09,0.0012214261552561886,,0.0,,
2005-08-10,5.529302617777949e-06,30.29695097925602,0.0,,
2005-08-11,0.0,36.68984979346604,0.0,,
2005-08-12,4.448048542826655e-07,35.45499248967333,0.0,,
2005-08-13,0.0,40.864667668043566,0.0,,
2005-08-14,0.0,35.98271873826514,0.0,,
2005-08-15,0.0,38.2744273375892,0.0,,
2005-08-16,1.2874602930423862e-06,36.311528351483304,0.0,,
2005-08-17,1.716613724056515e-06,38.627198648141196,0.0,,
2005-08-18,8.681131475896109e-07,35.545099511828795,0.0,,
2005-08-19,0.0,34.76306796845664,0.0,,
2005-08-20,1.2934207802572928e-06,38.14037363875332,0.0,,
2005-08-21,2.142003438621032e-06,34.75279196395044,0.0,,
2005-08-22,1.1333304902781613e-05,36.95931092752536,0.0,,
2005-08-23,4.261732051702438e-07,32.21778820878711,0.0,,
2005-08-24,2.6286295995147233e-06,36.8199284907791,0.0,,
2005-08-25,0.0001483851152917613,29.257337545126383,0.0,,
2005-08-26,0.00022858160920567687,29.249825922818815,0.0,,
2005-08-27,4.412619887261826e-07,28.084404546628814,0.0,,
2005-08-28,8.70227722771233e-07,30.71943807339453,0.0,,
2005-08-29,0.0,33.27028351483291,0.0,,
2005-08-30,4.261732051702438e-07,30.702461509575702,0.0,,
2005-08-31,1.4460605123768682e-06,33.38705970709727,0.0,,
2005-09-01,0.001989424228668213,,0.0,0.2609534746769703,0.0
2005-09-02,0.000312035677204083,30.127699661999067,0.0,,
2005-09-03,0.0027326332486194115,,0.0,,
2005-09-04,3.207481415509629e-05,,0.0,,
2005-09-05,0.0,28.86484603830269,0.0,,
2005-09-06,0.0006267907826796822,,0.0,,
2005-09-07,1.625684292420097e-05,32.208255726624124,0.0,,
2005-09-08,0.0013111264948802075,22.79000000000002,0.0,,
2005-09-09,8.538449947081972e-07,28.14042200749361,0.0,,
2005-09-10,0.0011825326220994848,28.640762298159988,0.0,,
2005-09-11,4.0071554760446744e-05,31.817007134810382,0.0,,
2005-09-12,4.137845140754191e-05,31.961834397296304,0.0,,
2005-09-13,8.583068797918258e-07,32.039947434819204,0.0,,
2005-09-14,0.00018752333910568902,34.11126924521217,0.0,,
2005-09-15,0.023302823629068294,,0.0,,
2005-09-16,0.0006204248121523802,22.295898964543483,0.0,,
2005-09-17,8.47489445732208e-07,26.948182500938806,0.0,,
2005-09-18,1.423524054189329e-08,26.71221179121293,0.0,,
2005-09-19,6.673128708549168e-07,27.593449117536625,0.0,,
2005-09-20,0.00017207731371340543,29.472568531731138,0.0,,
2005-09-21,0.0009796721839116483,21.44048093695492,0.0,,
2005-09-22,0.0026752657216528187,,0.0,,
2005-09-23,0.008486000416071518,21.34186931546198,0.0,,
2005-09-24,0.00760298870717258,,0.0,,
2005-09-25,0.003495665866390728,,0.0,,
2005-09-26,0.0028761429631142016,,0.0,,
2005-09-27,0.003703612024369447,23.01773402194967,0.0,,
2005-09-28,0.00021414659583184482,12.685734870317026,0.0,,
2005-09-29,0.0011841440075559346,23.55684386347135,0.0,,
2005-09-30,0.0003815566983773707,,0.0,,
2005-10-01,0.002731870373953944,,0.0,0.2745262589870077,0.0
2005-10-02,0.0002924938609161789,19.770899528473002,0.0,,
2005-10-03,8.702914442437759e-07,16.898437852046587,0.0,,
2005-10-04,8.463858875984442e-07,21.75947562097518,0.0,,
2005-10-05,0.0004037738494251086,,0.0,,
2005-10-06,0.0,21.483511120480685,0.0,,
2005-10-07,4.351138045421976e-07,19.065039569484046,0.0,,
2005-10-08,8.043935830083564e-06,,0.0,,
2005-10-09,0.0002810686826251185,,0.0,,
2005-10-10,0.001099146945211052,,0.0,,
2005-10-11,0.0011798986273808387,,0.0,,
2005-10-12,0.0013092570330558296,14.252839854780177,0.0,,
2005-10-13,0.0008740833272104678,,0.0,,
2005-10-14,4.405236705659501e-06,20.914705219677085,0.0,,
2005-10-15,0.0027132741563862155,18.692476245321068,0.0,,
2005-10-16,8.553266184208042e-07,18.43431468268873,0.0,,
2005-10-17,0.0004232240759808085,14.36322702232532,0.0,,
2005-10-18,0.003654293392015541,13.188792808219205,0.0,,
2005-10-19,5.089269405822921e-06,16.48691654606852,0.0,,
2005-10-20,4.3271677348546134e-07,17.15663367697597,0.0,,
2005-10-21,1.2814997489840607e-06,18.785125797972228,0.0,,
2005-10-22,2.9511424782946922e-06,19.531162965750873,0.0,,
2005-10-23,5.541385504507755e-05,,0.0,,
2005-10-24,4.351138045421976e-07,22.09533796470149,0.0,,
2005-10-25,1.4781951449549524e-06,23.304861598440578,0.0,,
2005-10-26,0.0,21.679755914382298,0.0,,
2005-10-27,8.52346317969932e-07,24.788283890349256,0.0,,
2005-10-28,8.531596336069924e-07,22.743090499436743,0.0,,
2005-10-29,0.0019750802349933665,,0.0,,
2005-10-30,1.0679921378260074e-05,,0.0,,
2005-10-31,0.00990382484767748,,0.0,,
2005-11-01,0.003770997990732608,13.462625000000035,0.0,0.2985469922423363,0.0
2005-11-02,0.0014513812634232713,15.41473150582053,0.0,,
2005-11-03,0.0057075298998098415,,0.0,,
2005-11-04,3.427266165090259e-06,14.665039429215192,0.0,,
2005-11-05,2.3238036893780607e-06,16.7306496432595,0.0,,
2005-11-06,7.261158662399596e-06,11.873857711003115,0.0,,
2005-11-07,3.8416000002737e-06,16.10042433345853,0.0,,
2005-11-08,0.0005161477171856424,11.296249380267753,0.0,,
2005-11-09,0.00022387219501712502,,0.0,,
2005-11-10,3.6436706350089123e-06,13.8511906449327,0.0,,
