Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f299afffffff,229.44854987836354,,,,,225.58089521351985,,,,,221.77843176710837,,,,,218.04006558212578,,,
