Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f2998fffffff,215.82497646387887,,,,,212.1869607102637,,,,,208.61026980082195,,,,,205.09387045561095,,,
