H3_Index,Position,Category,Polygon_ID_old,Ecosystem_2005,GLC_Class_2005,FFI_2005,Centroid_2005,Distance_2005,Polygon_ID_new,Ecosystem_2022,GLC_Class_2022,FFI_2022,Centroid_2022,Distance_2022
863f2998fffffff,N5,HighIntegrity_2022,1,Shrubland,120,0.6298403159381238,"(np.float64(37.732549881017256), np.float64(22.502364825781264))",0.02758843899823912,1,Shrubland,120,0.6087345467816383,"(np.float64(37.732539950829306), np.float64(22.502440779133195))",0.03165139486359522
