Position,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
863f2999fffffff,225.78790194100023,,,,,221.9819486879835,,,,,218.2401497270547,,,,,214.5614259243011,,,
